epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,987.256,0.89126,1.0021,0.01411,0.57763,0.64118,0.66472,0.51539,0.90429,0.98066,0.01636,0.0007294,0.0007294,0.0007294
43,1009.91,0.90441,0.99779,0.01375,0.81197,0.70947,0.76209,0.61398,0.88291,0.78022,0.01552,0.0007228,0.0007228,0.0007228
44,1033.76,0.8626,0.94909,0.01343,0.65804,0.62759,0.64363,0.5071,0.87969,0.94449,0.01604,0.0007162,0.0007162,0.0007162
45,1056.76,0.88594,0.94671,0.01344,0.71365,0.66769,0.66892,0.52758,0.89516,0.89355,0.01605,0.0007096,0.0007096,0.0007096
46,1079.51,0.88675,0.94402,0.0136,0.63698,0.6933,0.68517,0.54881,0.86806,0.84214,0.0153,0.000703,0.000703,0.000703
47,1103.05,0.8702,0.92824,0.01367,0.72226,0.67754,0.66289,0.53154,0.85262,0.95636,0.01519,0.0006964,0.0006964,0.0006964
48,1125.87,0.88242,0.9148,0.01359,0.72974,0.60142,0.6737,0.54997,0.82267,0.88348,0.0138,0.0006898,0.0006898,0.0006898
49,1148.71,0.90129,0.93895,0.01388,0.72056,0.53461,0.60912,0.47032,0.85666,0.94217,0.01538,0.0006832,0.0006832,0.0006832
50,1172.12,0.85455,0.88741,0.01268,0.59082,0.59778,0.5912,0.46833,0.82424,0.98074,0.01399,0.0006766,0.0006766,0.0006766
51,1195.3,0.84941,0.90441,0.01231,0.66381,0.60488,0.63083,0.49883,0.82983,0.91578,0.01469,0.00067,0.00067,0.00067
52,1218.11,0.81153,0.85644,0.01232,0.68895,0.6792,0.72101,0.57822,0.83219,0.84725,0.01447,0.0006634,0.0006634,0.0006634
53,1241.81,0.86867,0.86388,0.01379,0.57161,0.59883,0.60438,0.46931,0.88598,0.91959,0.01609,0.0006568,0.0006568,0.0006568
54,1264.64,0.82508,0.83255,0.0123,0.62652,0.6252,0.63285,0.51295,0.89157,0.89356,0.01539,0.0006502,0.0006502,0.0006502
55,1287.27,0.81928,0.89258,0.01217,0.70457,0.59119,0.64738,0.51683,0.865,0.85382,0.01539,0.0006436,0.0006436,0.0006436
56,1311.07,0.84649,0.79484,0.01305,0.6033,0.71593,0.68969,0.5529,0.84436,0.8898,0.01471,0.000637,0.000637,0.000637
57,1333.64,0.82375,0.81024,0.01245,0.70525,0.6269,0.64409,0.51565,0.85034,0.94771,0.01512,0.0006304,0.0006304,0.0006304
58,1356.42,0.85693,0.82133,0.01347,0.76752,0.60049,0.67648,0.54876,0.88884,0.82506,0.01635,0.0006238,0.0006238,0.0006238
59,1379.81,0.79124,0.82333,0.01259,0.6452,0.61998,0.66017,0.54113,0.80312,0.83497,0.01401,0.0006172,0.0006172,0.0006172
60,1402.94,0.83006,0.77062,0.01272,0.7765,0.55371,0.67393,0.53659,0.85479,0.80387,0.01528,0.0006106,0.0006106,0.0006106
61,1425.97,0.83508,0.81251,0.01294,0.73687,0.54965,0.66497,0.53311,0.86872,0.76585,0.01547,0.000604,0.000604,0.000604
62,1449.41,0.82618,0.76982,0.01294,0.66016,0.64803,0.66697,0.54144,0.87276,0.80525,0.01496,0.0005974,0.0005974,0.0005974
63,1485.37,0.77648,0.78005,0.01197,0.74724,0.59804,0.69777,0.56545,0.85017,0.75961,0.01471,0.0005908,0.0005908,0.0005908
64,1525.23,0.80467,0.80041,0.01243,0.6939,0.66216,0.65281,0.53942,0.84567,0.81263,0.01504,0.0005842,0.0005842,0.0005842
65,1565.72,0.79377,0.73128,0.01272,0.74027,0.64221,0.67288,0.55394,0.81194,0.87361,0.01412,0.0005776,0.0005776,0.0005776
66,1604.49,0.81734,0.75559,0.01278,0.74764,0.58084,0.67602,0.54699,0.84702,0.87952,0.01583,0.000571,0.000571,0.000571
67,1643.49,0.80055,0.76464,0.01271,0.71868,0.57364,0.66735,0.55394,0.84545,0.96318,0.01514,0.0005644,0.0005644,0.0005644
68,1680.89,0.75446,0.71894,0.01185,0.66324,0.67444,0.70213,0.57938,0.83655,0.82643,0.01508,0.0005578,0.0005578,0.0005578
69,1719.08,0.79101,0.76957,0.01198,0.76595,0.5115,0.65099,0.52707,0.84598,0.84572,0.01458,0.0005512,0.0005512,0.0005512
70,1745.94,0.78877,0.71561,0.01215,0.87699,0.6686,0.75571,0.60235,0.85764,0.78008,0.01488,0.0005446,0.0005446,0.0005446
71,1782.14,0.76868,0.70893,0.01165,0.69781,0.68062,0.69815,0.57175,0.82943,0.8254,0.01458,0.000538,0.000538,0.000538
72,1819.88,0.76804,0.71199,0.01182,0.71338,0.5891,0.65228,0.53597,0.86201,0.81437,0.0155,0.0005314,0.0005314,0.0005314
73,1859.05,0.77563,0.72691,0.01151,0.70726,0.66898,0.67493,0.54509,0.86321,0.79181,0.01506,0.0005248,0.0005248,0.0005248
74,1896.71,0.78926,0.73372,0.01169,0.7442,0.70613,0.7444,0.61008,0.85032,0.86026,0.0154,0.0005182,0.0005182,0.0005182
75,1934.52,0.76057,0.72538,0.01182,0.6987,0.65595,0.69003,0.5632,0.84316,0.84016,0.01504,0.0005116,0.0005116,0.0005116
76,1971.69,0.72649,0.65187,0.01099,0.64783,0.64432,0.66706,0.53688,0.84543,0.90275,0.01511,0.000505,0.000505,0.000505
77,2007.95,0.75504,0.6998,0.01175,0.75629,0.67534,0.70997,0.57991,0.83515,0.85923,0.01503,0.0004984,0.0004984,0.0004984
78,2044.63,0.76698,0.71553,0.01152,0.65877,0.65455,0.68113,0.54754,0.84857,0.83254,0.01467,0.0004918,0.0004918,0.0004918
79,2080.86,0.76575,0.66114,0.01157,0.71758,0.7113,0.66621,0.54169,0.81668,0.81876,0.01419,0.0004852,0.0004852,0.0004852
80,2117.96,0.75359,0.65464,0.01187,0.83475,0.59985,0.73583,0.59553,0.86163,0.82052,0.01504,0.0004786,0.0004786,0.0004786
81,2154.16,0.75201,0.71145,0.01121,0.65522,0.66437,0.68709,0.54669,0.84791,0.88666,0.0144,0.000472,0.000472,0.000472
82,2191.51,0.77674,0.68742,0.01216,0.77959,0.61827,0.66663,0.54313,0.85394,0.86979,0.01443,0.0004654,0.0004654,0.0004654
83,2229.59,0.76925,0.65076,0.01132,0.64844,0.67769,0.68111,0.5557,0.8254,0.82624,0.01385,0.0004588,0.0004588,0.0004588
84,2267.86,0.75982,0.66842,0.01139,0.59666,0.71701,0.65439,0.5322,0.82523,0.85096,0.01488,0.0004522,0.0004522,0.0004522
85,2306.63,0.73161,0.64042,0.01104,0.63825,0.68823,0.66075,0.54519,0.83169,0.89215,0.01475,0.0004456,0.0004456,0.0004456
86,2345.03,0.73012,0.6205,0.0113,0.70777,0.634,0.67599,0.56498,0.79679,0.78291,0.01334,0.000439,0.000439,0.000439
87,2383.34,0.7591,0.63853,0.01133,0.7285,0.63415,0.67666,0.56067,0.80094,0.79778,0.01339,0.0004324,0.0004324,0.0004324
88,2421.02,0.71933,0.60625,0.01084,0.62702,0.73234,0.65286,0.54168,0.7879,0.87151,0.01339,0.0004258,0.0004258,0.0004258
89,2459.53,0.75065,0.6778,0.01147,0.70373,0.65932,0.65047,0.5296,0.82794,0.90065,0.01426,0.0004192,0.0004192,0.0004192
90,2498.74,0.70565,0.60379,0.01084,0.67193,0.67736,0.65035,0.53096,0.80496,0.91353,0.01391,0.0004126,0.0004126,0.0004126
91,2536.53,0.72988,0.61407,0.01073,0.7469,0.61839,0.69688,0.57471,0.83182,0.81129,0.01391,0.000406,0.000406,0.000406
92,2574.24,0.73719,0.61075,0.01181,0.71811,0.6899,0.68359,0.5687,0.82394,0.77983,0.01378,0.0003994,0.0003994,0.0003994
93,2611.85,0.72099,0.57314,0.01067,0.77518,0.62249,0.71184,0.57998,0.8237,0.77713,0.01408,0.0003928,0.0003928,0.0003928
94,2651.55,0.7309,0.60667,0.01089,0.75298,0.58086,0.66684,0.54514,0.81261,0.84458,0.01408,0.0003862,0.0003862,0.0003862
95,2690.87,0.71271,0.61726,0.01074,0.71259,0.65775,0.68724,0.5651,0.7949,0.84966,0.01352,0.0003796,0.0003796,0.0003796
96,2730.77,0.69748,0.57644,0.01063,0.74431,0.6771,0.6764,0.55068,0.82612,0.86117,0.01468,0.000373,0.000373,0.000373
97,2769.67,0.6961,0.58588,0.01034,0.74065,0.64766,0.69366,0.57225,0.81011,0.78683,0.01443,0.0003664,0.0003664,0.0003664
98,2809.87,0.69362,0.57317,0.01031,0.73644,0.6604,0.67013,0.55533,0.80029,0.86691,0.01392,0.0003598,0.0003598,0.0003598
99,2847.86,0.68546,0.56458,0.01078,0.6516,0.70443,0.72215,0.60588,0.78024,0.85858,0.01324,0.0003532,0.0003532,0.0003532
100,2883.72,0.71431,0.57207,0.01104,0.63212,0.69004,0.6772,0.55647,0.83029,0.86491,0.01481,0.0003466,0.0003466,0.0003466
101,2921.11,0.69243,0.52949,0.01079,0.73405,0.64829,0.67223,0.55083,0.81752,0.82026,0.01423,0.00034,0.00034,0.00034
102,2957.61,0.66793,0.58378,0.0102,0.64599,0.6671,0.68887,0.56525,0.81681,0.80921,0.01416,0.0003334,0.0003334,0.0003334
103,2995.17,0.68156,0.55794,0.01015,0.74605,0.67181,0.68283,0.55273,0.82146,0.81254,0.01491,0.0003268,0.0003268,0.0003268
104,3032.75,0.68305,0.56073,0.00982,0.66588,0.69396,0.66067,0.54348,0.78597,0.8418,0.01338,0.0003202,0.0003202,0.0003202
105,3069.45,0.68921,0.55359,0.01064,0.66931,0.70152,0.6526,0.53928,0.8235,0.83376,0.01409,0.0003136,0.0003136,0.0003136
106,3106.83,0.66831,0.56029,0.01036,0.72238,0.64468,0.67343,0.55969,0.77559,0.82659,0.01301,0.000307,0.000307,0.000307
107,3143.85,0.69081,0.56906,0.01045,0.67036,0.67929,0.66355,0.55425,0.79038,0.80872,0.01336,0.0003004,0.0003004,0.0003004
108,3181.62,0.68025,0.58679,0.01024,0.68866,0.67604,0.67016,0.55211,0.80192,0.81196,0.01333,0.0002938,0.0002938,0.0002938
109,3219.34,0.69271,0.54461,0.01041,0.71208,0.66797,0.64536,0.53112,0.80444,0.80369,0.01349,0.0002872,0.0002872,0.0002872
110,3256.55,0.65955,0.50986,0.00964,0.65692,0.65932,0.65544,0.5401,0.79815,0.80887,0.01336,0.0002806,0.0002806,0.0002806
111,3292.9,0.64459,0.51248,0.00997,0.70042,0.69604,0.66728,0.55598,0.78562,0.82823,0.01317,0.000274,0.000274,0.000274
112,3329.51,0.65949,0.52804,0.00993,0.64915,0.70848,0.65676,0.54357,0.79135,0.82457,0.01344,0.0002674,0.0002674,0.0002674
113,3366.23,0.65161,0.51115,0.00958,0.709,0.65118,0.64492,0.52755,0.80184,0.90951,0.01368,0.0002608,0.0002608,0.0002608
114,3402.66,0.67546,0.53319,0.00954,0.68752,0.6587,0.65421,0.53333,0.79679,0.90632,0.01364,0.0002542,0.0002542,0.0002542
115,3439.83,0.68793,0.57032,0.01009,0.69469,0.67069,0.65099,0.53913,0.77444,0.8763,0.01304,0.0002476,0.0002476,0.0002476
116,3475.81,0.66073,0.51531,0.00955,0.67108,0.67466,0.65568,0.54536,0.79122,0.86683,0.01336,0.000241,0.000241,0.000241
117,3512.72,0.64177,0.52806,0.0093,0.65779,0.69821,0.65601,0.54456,0.79394,0.86847,0.01347,0.0002344,0.0002344,0.0002344
118,3548.99,0.66856,0.50837,0.01001,0.70778,0.69848,0.66883,0.55002,0.78488,0.87299,0.01334,0.0002278,0.0002278,0.0002278
119,3585.86,0.66324,0.51155,0.00941,0.75056,0.64562,0.68403,0.56846,0.79007,0.86665,0.0133,0.0002212,0.0002212,0.0002212
120,3622.34,0.63058,0.4749,0.0097,0.74877,0.63375,0.69594,0.57838,0.79871,0.85626,0.01337,0.0002146,0.0002146,0.0002146
121,3658.68,0.64897,0.53477,0.00961,0.75558,0.64074,0.71178,0.59413,0.77581,0.81818,0.01305,0.000208,0.000208,0.000208
122,3695.84,0.65849,0.49648,0.00943,0.73574,0.66671,0.68971,0.57418,0.78651,0.80032,0.01306,0.0002014,0.0002014,0.0002014
123,3732.4,0.63171,0.47956,0.00917,0.667,0.6881,0.68398,0.56827,0.78535,0.82547,0.01308,0.0001948,0.0001948,0.0001948
124,3769.69,0.62955,0.5042,0.00932,0.72173,0.63114,0.67051,0.56371,0.77855,0.86834,0.01281,0.0001882,0.0001882,0.0001882
125,3803.39,0.6282,0.50956,0.00938,0.73135,0.66426,0.67278,0.56186,0.78382,0.84868,0.01293,0.0001816,0.0001816,0.0001816
126,3825.49,0.62967,0.47724,0.00923,0.71259,0.69243,0.67447,0.56503,0.78437,0.83164,0.01308,0.000175,0.000175,0.000175
