epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,6235.21,0.86581,0.38858,0.00492,0.9085,0.94802,0.97423,0.79843,0.74033,0.30195,0.00476,0.0011552,0.0011552,0.0011552
66,6323.21,0.87288,0.39276,0.00502,0.93002,0.9216,0.97421,0.80218,0.73636,0.30167,0.00475,0.001142,0.001142,0.001142
67,6412.15,0.83485,0.38573,0.00478,0.93457,0.91457,0.97498,0.8082,0.72028,0.30261,0.00477,0.0011288,0.0011288,0.0011288
68,6501.82,0.84372,0.38529,0.00477,0.91166,0.92261,0.96942,0.79767,0.73076,0.32632,0.00483,0.0011156,0.0011156,0.0011156
69,6591.55,0.85718,0.39781,0.00483,0.91603,0.93194,0.97105,0.79509,0.74832,0.31931,0.00496,0.0011024,0.0011024,0.0011024
70,6680.7,0.86168,0.41037,0.00486,0.92168,0.92965,0.97293,0.80019,0.73446,0.30714,0.0048,0.0010892,0.0010892,0.0010892
71,6769.94,0.84494,0.38617,0.00488,0.94282,0.91457,0.97442,0.80889,0.72397,0.3039,0.00473,0.001076,0.001076,0.001076
72,6857.84,0.84725,0.3934,0.00474,0.91533,0.94673,0.97634,0.81556,0.71758,0.30225,0.00465,0.0010628,0.0010628,0.0010628
73,6945.76,0.83243,0.37843,0.00467,0.94303,0.90754,0.97271,0.81302,0.70986,0.31022,0.00463,0.0010496,0.0010496,0.0010496
74,7034.94,0.84057,0.37876,0.00477,0.93231,0.93166,0.97517,0.80544,0.71752,0.30618,0.00469,0.0010364,0.0010364,0.0010364
75,7123.16,0.81062,0.36341,0.00473,0.92233,0.93166,0.97431,0.8079,0.71966,0.30802,0.00469,0.0010232,0.0010232,0.0010232
76,7211.86,0.82495,0.3741,0.00481,0.93226,0.94059,0.9738,0.80148,0.73081,0.30938,0.0049,0.00101,0.00101,0.00101
77,7301.78,0.83019,0.37874,0.00476,0.90933,0.94751,0.9762,0.80185,0.72331,0.30735,0.0048,0.0009968,0.0009968,0.0009968
